Step,Segmentation Loss,Segmentation Task Weight,Segmentation Variance,Depth loss,Depth Task Weight,,Instance Loss,Instance Task Weight,
72000,0.042196438,-2.336799622,0.096636417,4.70715189,1.402064443,4.063580342,17.358654,3.310972452,27.41176915
72100,0.047903016,-2.349768877,0.095391207,1.843590379,1.376785159,3.96214347,13.4372129,3.293697834,26.94230786
72200,0.052801657,-2.339635372,0.096362768,2.836322784,1.425280213,4.159023093,18.2247906,3.350579023,28.51924217
72300,0.035574466,-2.340084553,0.096319494,3.068585634,1.429570079,4.176903067,13.2835302,3.270778656,26.3318348
72400,0.044142194,-2.340255022,0.096303076,2.911501646,1.409571767,4.094201756,24.5748844,3.293471098,26.93619976
72500,0.0339338,-2.353806496,0.09500683,2.706607819,1.389966965,4.014717423,24.0361423,3.229783297,25.27417938
72600,0.025249245,-2.363530397,0.09408747,2.635597706,1.401415586,4.060944518,19.8930206,3.256758451,25.96523302
72700,0.0350358,-2.358214378,0.094588973,2.976770163,1.407181263,4.084426239,49.2136765,3.325963259,27.82578917
72800,0.058012463,-2.363993883,0.094043872,3.173210621,1.368365049,3.928921848,25.8325424,3.263744593,26.14726491
72900,0.047450349,-2.350069046,0.095362578,4.356618404,1.399097681,4.051542533,31.0377502,3.262577295,26.11676108
73000,0.103463307,-2.350706816,0.095301778,4.861086845,1.405430913,4.077283317,35.3582382,3.300593138,27.12872522
73100,0.033864785,-2.351549387,0.095221513,2.980310202,1.400749564,4.058240739,19.8390732,3.327594995,27.8712306
73200,0.059154842,-2.373074293,0.09319378,3.306741953,1.413728833,4.111257049,13.5640268,3.299668074,27.10364101
73300,0.037655536,-2.376357794,0.09288828,2.885777712,1.412654519,4.10684264,33.080925,3.287553072,26.7772614
73400,0.030957542,-2.375583649,0.092960217,2.411770105,1.39413476,4.031484861,6.17864704,3.256418705,25.95641292
73500,0.03817061,-2.381882906,0.092376477,2.411473989,1.388978004,4.01074899,14.6307468,3.224137783,25.13189566
73600,0.330636501,-2.3776052,0.092772483,3.930933952,1.393104315,4.027332777,15.9549561,3.263421535,26.13881921
73700,0.047923572,-2.330160618,0.097280121,2.425361395,1.413402915,4.109917334,14.6304474,3.253931999,25.89194714
73800,0.052184831,-2.340456247,0.096283699,1.962482572,1.393204808,4.027737517,13.1591206,3.277900696,26.52004059
73900,0.040828776,-2.353477478,0.095038094,3.4276402,1.378645062,3.969519531,15.8485584,3.313564301,27.48290845
74000,0.056714505,-2.364710093,0.093976541,2.359513998,1.341848493,3.826109508,17.3845043,3.25992775,26.04765512
74100,0.065256171,-2.387555838,0.091853916,2.616490602,1.360744715,3.899095935,9.75174236,3.230921745,25.30296912
74200,0.041894134,-2.393989325,0.091264871,2.435281754,1.357334614,3.885822269,8.49118519,3.229326725,25.26264254
74300,0.062430479,-2.380647421,0.092490678,4.555046558,1.375795722,3.958225117,16.1423225,3.202819586,24.60179938
74400,0.029491214,-2.399105072,0.090799176,2.230035543,1.373854876,3.95055026,13.1816082,3.21945405,25.01445981
74500,0.035549942,-2.399849653,0.090731593,3.125525475,1.381945133,3.982640865,22.871748,3.256138563,25.94914246
74600,0.034318294,-2.387887955,0.091823414,3.021289825,1.368250847,3.928473181,16.7412319,3.24421978,25.64169609
74700,0.031754527,-2.393509626,0.091308662,2.040535927,1.397411585,4.044716999,12.6835365,3.241328716,25.56767137
74800,0.030148212,-2.39033699,0.091598811,1.985991597,1.382431746,3.984579339,14.0334749,3.243813992,25.6312931
74900,0.030468017,-2.401654005,0.090568029,2.857477427,1.380790234,3.97804397,16.1523228,3.247197866,25.7181731
75000,0.050352104,-2.405397415,0.09022963,2.306638002,1.407368064,4.085189285,15.6076183,3.301598072,27.15600151
75100,0.041180484,-2.411339998,0.089695023,2.522808552,1.396072388,4.039303951,20.4117069,3.224214077,25.13381315
75200,0.038026504,-2.412216425,0.089616446,3.050006151,1.366202474,3.920434438,29.2690029,3.207702398,24.72221911
75300,0.038520753,-2.412026167,0.089633498,2.892983675,1.37057817,3.937626654,10.4607,3.265004873,26.18023857
75400,0.052563202,-2.411651134,0.08966712,2.14568305,1.380416512,3.976557569,14.6971445,3.254839897,25.91546506
75500,0.049773175,-2.427640438,0.088244806,2.172405005,1.377062798,3.963243666,7.46767187,3.239483118,25.52052724
75600,0.044061851,-2.417637587,0.089131935,2.249933481,1.376475096,3.960915145,11.1515846,3.25724268,25.97780916
75700,0.046536785,-2.388426781,0.091773951,3.685714245,1.388087988,4.007180945,22.0656376,3.282977343,26.65501579
75800,0.039963495,-2.389643669,0.09166234,2.930125237,1.394143701,4.031520905,18.386858,3.282153368,26.63306178
75900,0.05636926,-2.38804698,0.091808813,1.752917528,1.370495796,3.937302311,15.3989325,3.221606255,25.06835402
76000,0.050991949,-2.389811277,0.091646978,2.546705246,1.364563584,3.914014542,56.1388168,3.186622143,24.20652301
76100,0.046414848,-2.402597666,0.090482604,2.720042467,1.366249681,3.920619514,18.5189552,3.308059454,27.3320349
76200,0.035318878,-2.414182663,0.089440412,3.697010517,1.367376804,3.925041029,29.3022881,3.288245201,26.79580113
76300,0.039423335,-2.413061857,0.089540714,2.435384512,1.360062003,3.896434885,9.44393826,3.245135546,25.66518863
76400,0.044177175,-2.40382719,0.090371422,2.02033329,1.338187695,3.8121285,12.6569204,3.200612307,24.54755623
76500,0.03507261,-2.412260532,0.089612493,2.043275833,1.355208993,3.877571257,22.7460461,3.247653008,25.72988116
76600,0.035438739,-2.416818857,0.08920494,2.72403574,1.354273438,3.873945274,8.71607208,3.255366564,25.92911747
76700,0.034619465,-2.420189381,0.088904779,2.397622585,1.367218971,3.924421576,11.2813854,3.285576344,26.7243823
76800,0.03721454,-2.426689148,0.088328793,2.904751062,1.382823467,3.986140491,21.5591564,3.249770641,25.78442536
76900,0.031304952,-2.42956996,0.0880747,2.146762371,1.374257445,3.952140952,15.8294201,3.279623032,26.56575636
77000,0.069339201,-2.428899527,0.088133768,2.607275248,1.375441194,3.956822062,12.6677132,3.277968407,26.52183634
77100,0.04717683,-2.409882545,0.089825844,3.960674763,1.391193867,4.019646111,34.772583,3.270947933,26.33629256
77200,0.03455874,-2.412028313,0.089633306,3.363332748,1.391988754,4.022842548,10.4839926,3.225606203,25.16882695
77300,0.037331939,-2.399399042,0.090772487,2.42572403,1.369677305,3.934080983,12.1231651,3.276833057,26.49174188
77400,0.028999357,-2.400742531,0.090650617,2.308684826,1.366453409,3.921418338,13.7313223,3.259323835,26.03192932
77500,0.044196278,-2.40318799,0.090429206,2.652489185,1.377904058,3.966579187,9.34410858,3.193505287,24.37371475
77600,0.067616314,-2.407875538,0.090006307,2.666165829,1.378508449,3.968977277,10.2894354,3.193305731,24.3688513
77700,0.03590408,-2.401253223,0.090604335,2.873050928,1.381029606,3.978996317,17.5781002,3.218659163,24.99458403
77800,0.04118073,-2.415336609,0.089337262,1.747529984,1.35661912,3.883042981,10.2313118,3.25231576,25.85013335
77900,0.044303045,-2.419926643,0.088928141,2.631124496,1.359704733,3.895043054,23.7403793,3.243797541,25.63087144
78000,0.043543968,-2.421914339,0.088751554,1.992048264,1.361939549,3.903757495,8.77174187,3.177303314,23.98199437
78100,0.048740417,-2.430330038,0.088007782,1.735811114,1.350482345,3.859286588,10.9956102,3.243895531,25.63338314
78200,0.051121097,-2.43083334,0.087963499,2.059274912,1.36158061,3.902356535,27.8099518,3.240090609,25.53603543
78300,0.033912681,-2.428024292,0.08821094,4.151145458,1.352255344,3.866135172,15.4001884,3.219582796,25.01768053
78400,0.030002184,-2.440015316,0.087159517,2.620126009,1.3477422,3.848726059,23.0883179,3.210615873,24.7943517
78500,0.041092798,-2.442101002,0.086977919,2.008762598,1.335843563,3.803202835,13.7213058,3.215748072,24.92192833
78600,0.048607629,-2.451045036,0.086203454,2.738893509,1.350579977,3.859663398,15.6625786,3.215337753,24.9117045
78700,0.060342323,-2.444002628,0.086812676,2.211636543,1.318373203,3.737336542,17.8058529,3.169949293,23.80627718
78800,0.046919126,-2.436664581,0.087452055,2.887838364,1.324025869,3.758522279,7.61453676,3.146355391,23.25116854
78900,0.064149648,-2.428617477,0.08815863,2.248542786,1.365861058,3.91909617,14.0720844,3.225910187,25.17647903
79000,0.053435016,-2.434283733,0.087660513,3.011181355,1.351144552,3.861843083,13.1375561,3.212113857,24.83152108
79100,0.060478456,-2.430168152,0.08802203,3.853692055,1.341376066,3.82430238,31.4373951,3.270142317,26.31508416
79200,0.072831422,-2.43585515,0.08752287,3.024360657,1.341031194,3.82298371,12.3488531,3.257740498,25.9907446
79300,0.050340846,-2.441606522,0.087020938,2.556808949,1.330072641,3.781318058,21.8938255,3.238957167,25.50710821
79400,0.04034638,-2.437696934,0.08736182,2.394574881,1.343340278,3.8318215,14.2848091,3.233344078,25.36433562
79500,0.04573793,-2.441823006,0.087002101,2.091264486,1.328561664,3.775608885,26.2370319,3.199787378,24.5273146
79600,0.045916516,-2.445317745,0.086698582,2.780217409,1.33262229,3.79097139,12.3015518,3.18802762,24.24056866
79700,0.046919737,-2.455216885,0.085844575,2.186385155,1.337577939,3.809804742,14.8736029,3.209598303,24.76913453
79800,0.041229676,-2.439691305,0.087187762,2.755660772,1.340995789,3.822848359,10.59412,3.204277754,24.63769911
79900,0.045103956,-2.43481946,0.087613563,4.462264538,1.326761842,3.768819573,16.0061607,3.200449228,24.54355338
80000,0.077937581,-2.433339357,0.087743336,2.267407656,1.334479809,3.798019736,25.9699192,3.220953941,25.05200693
80100,0.041511696,-2.416490078,0.089234274,2.004284859,1.330004215,3.781059326,10.7618284,3.200995445,24.55696315
80200,0.046586696,-2.423186064,0.088638758,2.281070471,1.335504889,3.801915009,14.418047,3.198612452,24.49851373
80300,0.032401573,-2.431890965,0.087870515,4.472074986,1.33635962,3.805166011,18.2555943,3.22890234,25.25192372
80400,0.043613505,-2.430016756,0.088035357,4.176419258,1.338585258,3.813644362,36.4818993,3.217095613,24.95553431
80500,0.042199876,-2.432574511,0.087810472,2.926512957,1.332796097,3.791630345,14.3329887,3.19309473,24.36371001
80600,0.027847955,-2.415125608,0.089356114,1.754232049,1.368044734,3.927663556,16.2415409,3.246880054,25.71000085
80700,0.040652655,-2.402617693,0.090480792,2.562780619,1.367087126,3.923904193,30.5872517,3.242431164,25.59587393
80800,0.035793535,-2.418406248,0.089063449,2.864894152,1.358370543,3.88984979,29.3717518,3.211544752,24.81739335
80900,0.04269401,-2.431628227,0.087893605,2.643662214,1.343215704,3.831344186,14.9768648,3.202133656,24.58493005
81000,0.048521508,-2.43757534,0.087372443,2.107937813,1.327510595,3.771642547,9.57478619,3.221922159,25.07627448
81100,0.029869417,-2.44416523,0.086798562,2.623280287,1.330176711,3.781711599,13.5808411,3.190679789,24.30494405
81200,0.055684529,-2.448364496,0.086434835,1.871401191,1.324100494,3.75880277,12.6502972,3.173210859,23.88404969
81300,0.061258987,-2.446602106,0.086587302,2.824180126,1.319455981,3.74138544,11.2905359,3.207821369,24.72516051
81400,0.045951016,-2.45040679,0.08625849,2.458979368,1.326805353,3.768983563,12.955328,3.238809347,25.50333804
81500,0.039690711,-2.448720694,0.086404053,3.003790379,1.320820451,3.746493931,9.90355682,3.241848946,25.58097588
81600,0.03761768,-2.447116375,0.086542784,1.774157405,1.328805327,3.776528976,7.19511461,3.225097418,25.15602468
81700,0.044045802,-2.456041098,0.08577385,4.415259838,1.319155335,3.740260777,17.1518364,3.192701578,24.35413324
81800,0.040278371,-2.456751108,0.085712971,2.695770264,1.331246376,3.785758928,15.51369,3.180500746,24.05879788
81900,0.055118259,-2.459136009,0.085508798,3.346440792,1.32869947,3.776129222,12.3242884,3.242028475,25.58556883
82000,0.037305545,-2.459902048,0.08544332,2.327522278,1.335314989,3.801193092,19.860754,3.236519098,25.44499588
82100,0.047142919,-2.464752436,0.08502989,2.695738792,1.333497167,3.794289475,13.2174845,3.229926825,25.27780719
82200,0.053927146,-2.461916924,0.085271336,2.533666849,1.330708861,3.783724573,12.8496428,3.220866203,25.04980901
82300,0.036084477,-2.472363472,0.084385181,1.526808143,1.328125954,3.773964173,6.76041985,3.164334536,23.67298526
82400,0.036069319,-2.483640909,0.083438878,2.383731365,1.287102222,3.622274786,24.3708038,3.143313885,23.18055741
82500,0.030136023,-2.479118109,0.083817111,3.184727192,1.313180923,3.717981537,18.9682541,3.218146801,24.98178105
82600,0.042979095,-2.481018543,0.083657973,2.535115004,1.328552008,3.775572428,10.0411034,3.202974796,24.60561813
82700,0.049571108,-2.486177206,0.083227521,1.842388749,1.314755678,3.723841058,12.2500229,3.189744473,24.28222187
82800,0.044589169,-2.475235224,0.084143195,2.39998889,1.321713686,3.749841926,14.6696072,3.219394684,25.01297484
82900,0.033029869,-2.465352535,0.084978879,1.847431183,1.317687273,3.734773869,7.86554337,3.169855595,23.80404668
83000,0.048252642,-2.471247435,0.084479411,2.087552071,1.308459878,3.700470146,10.1485071,3.175334692,23.93482932
83100,0.039924026,-2.468750954,0.084690575,2.350898266,1.314838171,3.724148261,25.6846867,3.201928139,24.57987795
83200,0.033421285,-2.467387199,0.084806151,2.970683336,1.292886138,3.643286424,37.1754951,3.191297054,24.31995129
83300,0.034024466,-2.47172308,0.084439238,3.463349819,1.304641604,3.686367679,14.9445972,3.211303473,24.81140614
83400,0.03400765,-2.47098279,0.084501771,1.993232608,1.304370522,3.685368507,17.9361134,3.257493258,25.98431944
83500,0.032377496,-2.476511478,0.084035876,2.103312492,1.325535655,3.764201128,30.6992989,3.216023922,24.928804
83600,0.034564,-2.47116375,0.084486481,2.723878145,1.350226045,3.85829758,15.4342546,3.194144964,24.38931104
83700,0.035544612,-2.463798523,0.08511104,2.449635506,1.338023186,3.811501423,12.8685932,3.212424278,24.8392305
83800,0.042007431,-2.459982634,0.085436435,2.507730246,1.339622021,3.817600259,15.1068363,3.199945927,24.53120368
83900,0.027472273,-2.46000886,0.085434194,3.199660778,1.339474678,3.817037805,13.2161293,3.200437546,24.54326665
84000,0.036921892,-2.465348244,0.084979244,3.244505644,1.322268248,3.751922021,8.40783405,3.198029757,24.48424272
84100,0.085472092,-2.469070673,0.084663503,3.523344994,1.329810977,3.780328751,13.6147232,3.20902276,24.75488295
84200,0.027974095,-2.472196102,0.084399306,3.294804811,1.329746962,3.780086759,14.2956543,3.192121506,24.34001018
84300,0.041327819,-2.482956648,0.083495992,2.085493326,1.3135252,3.719261771,15.567565,3.163997173,23.66500024
84400,0.040186305,-2.489236355,0.082973305,2.793876648,1.314210296,3.721810694,16.9095078,3.164936781,23.6872465
84500,0.042362541,-2.490191698,0.082894074,2.497964859,1.307891846,3.698368756,26.3252468,3.133675814,22.95821475
84600,0.030106904,-2.484903336,0.08333361,2.449658155,1.29171586,3.639025261,11.1229906,3.124391079,22.74604033
84700,0.032603428,-2.493093014,0.082653921,3.120182276,1.304060221,3.684225108,17.0726681,3.130785704,22.89195877
84800,0.03537783,-2.495548487,0.082451216,2.795135736,1.302510619,3.678520448,15.0586681,3.11275959,22.48300274
84900,0.04104574,-2.494343281,0.082550646,1.761482835,1.290914297,3.636109521,7.88069439,3.144310236,23.2036649
85000,0.047273204,-2.490907192,0.082834785,3.287113905,1.305402875,3.689175071,16.069643,3.152416229,23.39251804
85100,0.04577912,-2.487339735,0.083130823,3.453576088,1.309852839,3.705628346,20.7131519,3.170171976,23.81157903
85200,0.040274169,-2.490692377,0.082852581,2.070626974,1.316314101,3.729648903,15.4468126,3.175882578,23.94794647
85300,0.038934756,-2.489833832,0.082923745,3.086868525,1.302145123,3.67717621,15.5773201,3.173820019,23.89860332
85400,0.162531957,-2.490065813,0.08290451,2.698003292,1.29962647,3.66792633,25.6646023,3.167974234,23.75930477
85500,0.044493791,-2.487419844,0.083124163,2.702193499,1.279918671,3.596347225,8.85878754,3.157511473,23.51201278
85600,0.034952145,-2.491022348,0.082825247,1.67180872,1.27456367,3.577140256,9.51546288,3.146827459,23.26214728
85700,0.040519003,-2.48412466,0.083398525,1.913905144,1.275747895,3.581378905,10.0767307,3.139196873,23.08531896
85800,0.056662537,-2.48636198,0.083212144,2.999918222,1.276890755,3.585474257,40.7672272,3.139639378,23.09553659
85900,0.038458731,-2.491401434,0.082793855,2.701481819,1.278279662,3.590457609,15.0763035,3.152262926,23.38893217
86000,0.026860138,-2.493115664,0.082652049,2.674010277,1.280773044,3.59942116,12.6192913,3.159446716,23.55755831
86100,0.035878092,-2.496018171,0.082412499,2.044833422,1.291750789,3.639152368,10.9416819,3.161547184,23.6070922
86200,0.03676739,-2.497784853,0.082267031,2.177153349,1.288841367,3.628579926,13.9450312,3.155889273,23.47390251
86300,0.050133474,-2.502934694,0.081844457,2.517662764,1.298727512,3.664630502,13.254796,3.170962334,23.83040613
86400,0.035899688,-2.504850388,0.081687819,2.24956131,1.291272879,3.637413596,11.4003963,3.147480726,23.27734864
86500,0.038393859,-2.505556583,0.081630151,2.677933693,1.289392233,3.630579338,13.4510365,3.141746283,23.14424799
86600,0.046421092,-2.508592606,0.081382696,2.790642262,1.311271429,3.710888846,91.4209061,3.162933111,23.6398326
86700,0.065657631,-2.510144711,0.08125648,3.192255259,1.290246725,3.633682966,21.7808571,3.163609266,23.6558222
86800,0.038695186,-2.51282382,0.081039076,2.771872044,1.285803795,3.617574577,13.0325041,3.172968149,23.8782535
86900,0.054584902,-2.509202957,0.081333039,1.662303686,1.290328741,3.633980998,8.52850914,3.195461988,24.42145352
87000,0.041440524,-2.510429859,0.081233313,1.844004512,1.283352137,3.608716383,16.7655125,3.162946701,23.64015386
87100,0.051994272,-2.508377314,0.081400219,3.795007706,1.281907678,3.603507503,10.2831669,3.144247532,23.20220998
87200,0.037646998,-2.506892681,0.081521158,2.305696726,1.289077044,3.629435199,19.3227844,3.143974066,23.19586583
87300,0.033935077,-2.50962019,0.081299112,2.448229551,1.274434805,3.576679317,21.0686111,3.14411068,23.19903492
87400,0.034109,-2.51187849,0.081115721,2.7346735,1.28388679,3.610646313,14.7651272,3.156108856,23.47905756
87500,0.043954045,-2.515188932,0.080847636,2.30569315,1.287685871,3.624389539,9.0732851,3.142254829,23.15602091
87600,0.035831306,-2.513388634,0.080993317,1.894307733,1.282101512,3.604206055,15.2268744,3.18565917,24.18322401
87700,0.025669714,-2.508078337,0.08142456,2.433106899,1.27295506,3.571390658,15.5349903,3.173870802,23.899817
87800,0.034219373,-2.505521297,0.081633032,1.936232448,1.280734539,3.599282568,10.7737169,3.163083076,23.64337802
87900,0.037957631,-2.509407759,0.081316384,1.896733165,1.272847295,3.571005807,10.7017078,3.121119499,22.67174644
88000,0.03345177,-2.520158529,0.080446853,3.89897728,1.273819208,3.574478202,14.458251,3.101748466,22.23679761
88100,0.05154543,-2.521475077,0.08034101,3.049069643,1.265078306,3.543370193,11.5477772,3.096106529,22.11169224
88200,0.027155226,-2.522647381,0.080246881,2.539891005,1.268525958,3.555607583,7.86664677,3.104270458,22.2929494
88300,0.043456789,-2.522337675,0.080271738,2.798820257,1.263029933,3.536119477,12.2422962,3.125683784,22.77546328
88400,0.01944199,-2.523686647,0.080163527,2.619044304,1.265099645,3.543445804,13.2576933,3.126057148,22.78396839
88500,0.031788282,-2.527724981,0.079840452,2.060374737,1.255182266,3.508477793,19.2789955,3.098380804,22.16203753
88600,0.042184845,-2.52295208,0.080222434,1.70494163,1.261177897,3.529576519,8.56374454,3.082154274,21.80532648
88700,0.045273323,-2.527358055,0.079869753,3.039921999,1.257892132,3.51799819,18.73423,3.099124193,22.17851868
88800,0.039638303,-2.522792339,0.08023525,2.590405226,1.253349662,3.502054029,15.8221302,3.116002083,22.55602203
88900,0.029071333,-2.522599936,0.080250689,2.547118425,1.274369955,3.576447378,13.1375952,3.108097792,22.37843544
89000,0.030812774,-2.515860558,0.080793355,1.991427422,1.26539886,3.544506216,8.20879555,3.11151123,22.45495338
89100,0.046657808,-2.518693686,0.080564781,3.30911088,1.26382947,3.538947865,19.1434917,3.082765341,21.81865507
89200,0.041153084,-2.517572641,0.080655148,2.676600695,1.254817367,3.507197784,11.1758595,3.086482048,21.89989951
89300,0.032615956,-2.522840977,0.080231347,2.285501957,1.25045085,3.491916932,13.5743914,3.09641695,22.11855724
89400,0.037028279,-2.52317524,0.080204533,2.168316603,1.249784231,3.489589932,11.3330173,3.103202581,22.26915599
89500,0.043187376,-2.519565582,0.080494567,3.275936365,1.254651189,3.506615015,16.2561569,3.143068314,23.17486564
89600,0.04053174,-2.523648977,0.080166546,2.212692022,1.25731957,3.515984494,14.6183348,3.135524273,23.00069132
89700,0.035042126,-2.528169394,0.079804978,2.469001293,1.254013181,3.504378479,13.1251211,3.158927679,23.54533423
89800,0.046516098,-2.529609919,0.0796901,3.268246889,1.263302803,3.53708451,14.7551928,3.142973661,23.17267219
89900,0.029672876,-2.528992176,0.079739343,3.823244095,1.277851939,3.588922217,11.6208992,3.142745018,23.16737451
90000,0.038682841,-2.537523508,0.079061954,3.823075771,1.273560882,3.573554939,7.40914917,3.125600815,22.77357368
90100,0.035111193,-2.538780689,0.078962621,2.165126085,1.274351954,3.576383,14.2595558,3.138207912,23.06249978
90200,0.05333722,-2.530688286,0.079604211,2.054170132,1.279188275,3.593721429,19.9388046,3.12731123,22.81255928
90300,0.040184531,-2.528359652,0.079789796,2.022210598,1.280343413,3.597875072,10.5042572,3.131803274,22.91526481
90400,0.032708794,-2.527332067,0.079871829,1.829925179,1.270946026,3.564222815,6.23712254,3.122180939,22.69582391
90500,0.030687476,-2.531677485,0.079525506,2.056878567,1.273902893,3.574777345,11.2863665,3.11851573,22.61279123
90600,0.038951796,-2.528216362,0.07980123,2.19778347,1.269626856,3.559524099,7.09444189,3.11405015,22.51203713
90700,0.033172335,-2.531125069,0.079569449,3.335810184,1.264751196,3.54221131,22.7582512,3.114836454,22.52974541
90800,0.046493571,-2.535796404,0.07919862,1.731280208,1.274792075,3.577957387,13.1518021,3.109404564,22.40769808
90900,0.038103115,-2.533108234,0.079411806,1.913436294,1.274316311,3.576255527,14.5135984,3.134943962,22.98734764
91000,0.037728406,-2.532244444,0.079480431,2.556524038,1.270288944,3.561881599,18.3162193,3.096832752,22.12775609
91100,0.02743962,-2.535773039,0.079200471,2.88227725,1.25782156,3.517749927,15.4666595,3.098713875,22.16942029
91200,0.049938098,-2.535505056,0.079221698,2.57252121,1.265276313,3.544071873,10.0955238,3.110887289,22.44094718
91300,0.041438915,-2.533830166,0.079354497,1.748088121,1.266025901,3.546729463,5.84352827,3.092547655,22.03313937
91400,0.039118085,-2.538299561,0.079000621,1.976522803,1.259016037,3.521954309,19.7561874,3.074988365,21.64963002
91500,0.035462737,-2.539634228,0.078895252,2.883237839,1.264031768,3.53966386,13.3591423,3.102529049,22.25416204
91600,0.038888596,-2.540682554,0.078812588,2.173678398,1.26689899,3.549827425,15.6256285,3.08424449,21.85095198
91700,0.046786349,-2.544000626,0.078551515,2.075541019,1.253167272,3.501415347,17.0060921,3.081792831,21.79744653
91800,0.031663213,-2.545069218,0.07846762,2.27708602,1.254437923,3.505867255,19.5635395,3.079470634,21.7468873
91900,0.049417775,-2.54878521,0.078176576,2.376204014,1.245883346,3.476003956,10.8674431,3.091806173,22.01680826
92000,0.033733454,-2.552843571,0.077859951,3.385802984,1.256691337,3.51377633,21.9745522,3.081807613,21.79776874
92100,0.030807862,-2.554223537,0.077752581,2.497591019,1.25086534,3.493364599,14.8018694,3.070946455,21.56230077
92200,0.0273457,-2.554804325,0.077707436,2.739512205,1.24504292,3.473083861,12.3827114,3.089159966,21.95862422
92300,0.027643742,-2.551955462,0.077929129,1.845510721,1.239234805,3.452970258,10.8233976,3.097052336,22.13261552
92400,0.034701116,-2.555108547,0.077683799,2.165657759,1.239031911,3.452269742,7.51670361,3.086172581,21.89312325
92500,0.036391161,-2.558795929,0.077397877,1.896767855,1.232050538,3.428252095,9.22656918,3.073191166,21.61075626
92600,0.038263209,-2.558258533,0.077439481,3.404824018,1.234237552,3.435757934,11.2656536,3.068768263,21.51538505
92700,0.029995568,-2.561888933,0.077158855,2.450036049,1.22787416,3.413964274,4.87523556,3.07662034,21.68499052
92800,0.044133756,-2.559221506,0.077364945,1.358266473,1.230110884,3.421608916,7.49826574,3.064969778,21.43381421
92900,0.038865376,-2.559994459,0.077305169,2.27765274,1.22302258,3.397441268,12.4902525,3.042854548,20.9650035
93000,0.032718685,-2.558954954,0.07738557,3.821055412,1.230356574,3.422449676,16.7231159,3.055076838,21.22281617
93100,0.027993783,-2.557274818,0.077515697,2.157602072,1.224271536,3.401687173,10.0368528,3.03673768,20.83715477
93200,0.022473978,-2.555402756,0.077660947,2.04334712,1.23077023,3.423865686,14.9518509,3.049231291,21.0991191
93300,0.026452813,-2.55618453,0.077600258,2.782785654,1.221348524,3.391758519,18.6800632,3.051367044,21.14422978
93400,0.050171331,-2.555532217,0.077650894,2.528073311,1.221144199,3.39106557,15.4869633,3.050354481,21.12283073
93500,0.034951273,-2.557947397,0.077463579,2.350050926,1.231183529,3.425281057,12.4197283,3.066010237,21.45612681
93600,0.050050229,-2.558508873,0.077420098,3.680773497,1.225757003,3.406744022,23.4332504,3.064913511,21.43260823
93700,0.036603425,-2.560789108,0.077243763,2.328305244,1.228459716,3.415963927,11.4226837,3.064638138,21.42670707
93800,0.042759415,-2.560535431,0.07726336,2.894045115,1.228403449,3.415771727,15.7030325,3.060991764,21.34871956
93900,0.028595334,-2.561249495,0.077208209,2.028859377,1.220718265,3.389621505,13.8263512,3.045637369,21.02342662
94000,0.040877584,-2.56875968,0.076630533,1.890865922,1.221859336,3.393491512,12.6173849,3.053635597,21.19225103
94100,0.035329461,-2.564091206,0.076989117,1.692065716,1.226441264,3.409075923,10.6767101,3.065332651,21.44159337
94200,0.029371943,-2.563438177,0.077039409,1.794709206,1.227421522,3.412419335,10.5561085,3.058943272,21.30503163
94300,0.032287411,-2.567559719,0.076722542,2.713888645,1.225499868,3.405868143,18.2156315,3.046139479,21.03398533
94400,0.034458533,-2.568887472,0.076620741,2.161384821,1.217917681,3.380141866,9.92001534,3.03911972,20.88684887
94500,0.041151583,-2.571503639,0.07642055,3.835745096,1.214526296,3.368697919,43.5749702,3.037447453,20.85194966
94600,0.028192433,-2.572395325,0.076352437,3.175995827,1.210096955,3.353809806,7.99338007,3.05168438,21.15094065
94700,0.041238979,-2.574110746,0.076221573,2.590097666,1.205697417,3.339087003,11.6027613,3.046195269,21.03515885
94800,0.023298228,-2.573286772,0.076284404,2.824769735,1.215674043,3.372566552,10.3642282,3.054152489,21.20320795
94900,0.033594713,-2.574498653,0.076192012,1.890344024,1.210476398,3.355082628,18.9031048,3.041926146,20.94554858
95000,0.035739083,-2.575179338,0.076140167,3.034417629,1.207268596,3.344337428,11.8674831,3.046226025,21.03580582
95100,0.03578024,-2.576668262,0.076026884,2.430048704,1.208114028,3.347166035,5.36600733,3.03845191,20.87290508
95200,0.039575271,-2.574653149,0.076180241,2.296861649,1.205914378,3.339811533,32.9128799,3.028244972,20.66094023
95300,0.029486729,-2.574995279,0.076154182,2.88937664,1.207062125,3.343646992,18.5370502,3.043388605,20.97620301
95400,0.039887216,-2.573545218,0.076264691,2.748342752,1.209905744,3.35316858,17.0239258,3.042015076,20.94741135
95500,0.034512784,-2.575514078,0.076114684,2.511533737,1.211915255,3.359913584,8.82630253,3.049835682,21.11187507
95600,0.040776774,-2.57696867,0.076004049,2.496473312,1.206813812,3.342816825,8.11301517,3.055150509,21.22437974
95700,0.025406437,-2.577950001,0.0759295,3.197095156,1.206501842,3.341774126,27.2629089,3.057690382,21.27835549
95800,0.039722983,-2.576668739,0.076026848,1.789211869,1.202294827,3.327744764,9.01524162,3.055625916,21.23447235
95900,0.028483361,-2.577454805,0.075967109,2.297245741,1.19656992,3.308748164,20.2570152,3.059403419,21.31483735
